342.275046187622,1646646507914
342.275046187622,1646646507929
330.072559871095,1646646507945
330.072559871095,1646646507959
270.351200785772,1646646507978
270.351200785772,1646646507993
272.03291738275897,1646646508012
272.03291738275897,1646646508027
272.03291738275897,1646646508042
272.03291738275897,1646646508059
275.01735643372615,1646646508074
275.01735643372615,1646646508090
248.29631568067975,1646646508107
266.3430051400837,1646646508122
266.3430051400837,1646646508138
270.68179246531884,1646646508153
270.68179246531884,1646646508168
261.8037502123866,1646646508185
261.8037502123866,1646646508202
218.4511061137121,1646646508221
218.4511061137121,1646646508236
207.0211777097969,1646646508253
207.0211777097969,1646646508266
244.47424782019928,1646646508281
244.47424782019928,1646646508295
150.3634032103998,1646646508310
150.3634032103998,1646646508326
244.55193648876997,1646646508343
244.55193648876997,1646646508357
239.71140471859377,1646646508372
239.71140471859377,1646646508386
239.71140471859377,1646646508402
239.71140471859377,1646646508415
247.5226229742809,1646646508431
227.34573804569956,1646646508445
227.34573804569956,1646646508459
227.34573804569956,1646646508474
227.34573804569956,1646646508489
225.01047422889735,1646646508503
235.99645107715526,1646646508519
235.99645107715526,1646646508534
235.99645107715526,1646646508546
242.1692579894005,1646646508563
237.2914233909468,1646646508579
237.2914233909468,1646646508594
243.64828276365282,1646646508610
243.64828276365282,1646646508624
243.64828276365282,1646646508642
226.88284917833425,1646646508658
247.56025219370807,1646646508673
247.56025219370807,1646646508693
247.56025219370807,1646646508710
242.17919636524925,1646646508726
225.48942142894367,1646646508744
279.0766359332072,1646646508745
225.48942142894367,1646646508761
279.0766359332072,1646646508761
225.48942142894367,1646646508777
279.0766359332072,1646646508777
225.48942142894367,1646646508791
279.0766359332072,1646646508792
229.30648496268083,1646646508807
229.30648496268083,1646646508824
235.83169890247856,1646646508840
235.83169890247856,1646646508855
235.83169890247856,1646646508870
257.78543016050304,1646646508885
241.5905919295382,1646646508905
247.8798605608258,1646646508947
247.8798605608258,1646646508962
247.8798605608258,1646646508973
261.97467071320773,1646646508994
241.59033690772512,1646646509010
276.9791037317675,1646646509024
276.9791037317675,1646646509036
270.00529616986444,1646646509054
270.00529616986444,1646646509068
261.8348485613526,1646646509084
261.8348485613526,1646646509101
261.8348485613526,1646646509120
272.3783727090938,1646646509135
286.32193776177684,1646646509151
286.32193776177684,1646646509167
286.32193776177684,1646646509179
286.32193776177684,1646646509196
285.18870473377933,1646646509212
283.7846799939329,1646646509227
283.7846799939329,1646646509242
283.7846799939329,1646646509257
293.4798376926351,1646646509275
291.44486477943735,1646646509291
291.44486477943735,1646646509312
286.9772592019673,1646646509326
286.9772592019673,1646646509341
286.9772592019673,1646646509353
287.1134823919482,1646646509370
293.3441028619987,1646646509385
293.3441028619987,1646646509400
292.8684235992631,1646646509417
292.8684235992631,1646646509432
286.17462192804396,1646646509447
286.17462192804396,1646646509463
286.17462192804396,1646646509477
286.17462192804396,1646646509492
292.69702045379586,1646646509510
298.8215445984406,1646646509524
298.8215445984406,1646646509539
298.8215445984406,1646646509555
290.0096015214434,1646646509573
294.9816664180084,1646646509589
294.9816664180084,1646646509605
298.77990080218245,1646646509620
298.77990080218245,1646646509634
298.77990080218245,1646646509649
298.77990080218245,1646646509664
296.6048938164552,1646646509679
296.6048938164552,1646646509694
296.6048938164552,1646646509707
296.44556375084807,1646646509721
296.44556375084807,1646646509732
303.97092884053916,1646646509747
303.97092884053916,1646646509761
303.97092884053916,1646646509778
303.97092884053916,1646646509792
303.56879612858364,1646646509807
303.56879612858364,1646646509821
303.0036511037072,1646646509837
307.2650286679622,1646646509852
307.2650286679622,1646646509865
307.2650286679622,1646646509878
309.76975521958065,1646646509894
309.76975521958065,1646646509909
298.45516008948687,1646646509927
317.96349195919765,1646646509944
317.96349195919765,1646646509959
317.96349195919765,1646646509974
317.96349195919765,1646646509989
315.4319352992095,1646646510003
315.4319352992095,1646646510020
315.4319352992095,1646646510034
315.4319352992095,1646646510047
317.13199407048705,1646646510065
315.4741841855278,1646646510080
318.2188027973341,1646646510095
318.2188027973341,1646646510107
318.2188027973341,1646646510122
315.0986574056411,1646646510137
315.0986574056411,1646646510154
315.0986574056411,1646646510168
315.3586543512917,1646646510188
315.3586543512917,1646646510203
315.0122746193457,1646646510218
315.0122746193457,1646646510233
316.92162897530136,1646646510248
316.92162897530136,1646646510263
316.92162897530136,1646646510278
